Point ID,area,continuity,lambda_continuity,lambda_momentum_x,lambda_momentum_y,momentum_x,momentum_y,p,p__x,p__y,Points_0,Points_1,Points_2,Points_Magnitude,pred_continuity,pred_momentum_x,pred_momentum_y,sdf,sdf__x,sdf__y,true_continuity,true_momentum_x,true_momentum_y,u,u__x,u__x__x,u__x__y,u__y,u__y__y,v,v__x,v__x__x,v__x__y,v__y,v__y__x,v__y__y
3201,2.5e-06,-0.049497,0.0156844,0.0156844,0.0156844,0.190031,-0.0024372,-0.556633,0.295134,-0.268019,-0.0310277,0.0343156,0,0.0462631,-0.049497,0.190031,-0.0024372,0.0156844,0,-1,0,0,0,-0.070298,0.954902,653.368,1041.62,2.04115,1351.71,0.142955,-2.05789,-287.221,-655.919,-1.0044,-655.919,-1008.33
3202,2.5e-06,-0.0634518,0.027561,0.027561,0.027561,-0.106098,0.0304991,-0.551579,-0.106041,-0.359847,-0.022439,0.0181795,0,0.0288791,-0.0634518,-0.106098,0.0304991,0.027561,1,0,0,0,0,-0.082028,-3.14389,89.0473,111.799,-1.45655,195.594,0.115048,0.755895,-187.569,-96.2471,3.08044,-96.2471,-121.607
3203,2.5e-06,0.202963,0.00339693,0.00339693,0.00339693,0.112211,-0.386914,-0.550873,0.0211119,-0.293297,-0.0466031,0.0172474,0,0.0496922,0.202963,0.112211,-0.386914,0.00339693,1,0,0,0,0,0.000221774,-1.57491,-591.728,-131.271,-0.228666,17.5663,0.0298661,9.51165,115.287,444.369,1.77787,444.369,130.335
3204,2.5e-06,-0.00498331,0.0226017,0.0226017,0.0226017,0.00683027,-0.0975294,-0.557471,-0.399394,-0.199729,-0.0118691,0.0273983,0,0.0298587,-0.00498331,0.00683027,-0.0975294,0.0226017,0,-1,0,0,0,-0.0735885,1.57445,60.6011,420.668,7.55631,843.69,0.115707,-2.0804,-45.4943,-58.1467,-1.57943,-58.1466,-412.235
3205,2.5e-06,0.0797102,0.0208032,0.0208032,0.0208032,-0.00102938,0.0156135,-0.543464,-0.0130878,0.0162902,0.0191859,-0.0291968,0,0.0349364,0.0797102,-0.00102938,0.0156135,0.0208032,0,1,0,0,0,-0.008444,0.334894,3.78066,44.4902,-1.15737,-119.418,0.00269181,0.213339,38.038,-2.79388,-0.255184,-2.79388,-50.2446
3206,2.5e-06,0.199804,0.00863755,0.00863755,0.00863755,0.0266361,-0.175295,-0.547223,-0.0093012,-0.17699,-0.0413624,0.00151353,0,0.0413901,0.199804,0.0266361,-0.175295,0.00863755,1,0,0,0,0,-0.000467256,-1.38628,-119.727,-87.7562,-0.641353,-34.9366,0.0262945,2.03765,0.524082,103.81,1.58608,103.81,96.9923
3207,2.5e-06,0.0208314,0.032519,0.032519,0.032519,0.0467096,0.0630316,-0.543172,0.00949519,0.0329573,0.0103813,-0.017481,0,0.0203312,0.0208314,0.0467096,0.0630316,0.032519,0,1,0,0,0,-0.0372259,0.0653775,92.8886,-13.9123,-3.30559,-203.937,0.00194263,-0.937643,21.0231,-92.4887,-0.0445461,-92.4887,6.29084
3208,2.5e-06,0.0777495,0.0346257,0.0346257,0.0346257,0.0704545,0.00250779,-0.544241,0.0497062,-0.0192495,-0.0149298,-0.0153743,0,0.0214305,0.0777495,0.0704545,0.00250779,0.0346257,0,1,0,0,0,-0.0221308,-1.39263,3.72706,-97.2726,-1.93459,-112.831,0.0224629,-0.196171,-59.5462,-3.79401,1.47038,-3.79402,94.8092
3209,2.5e-06,0.116859,0.0184955,0.0184955,0.0184955,0.196583,0.276862,-0.549165,1.42241,-1.24986,0.0315045,0.0147756,0,0.0347973,0.116859,0.196583,0.276862,0.0184955,-1,0,0,0,0,-0.170842,4.87988,824.046,-475.53,-4.04821,777.665,-0.138854,-7.31697,708.414,-856.575,-4.76302,-856.575,496.798
3210,2.5e-06,0.0877035,0.019854,0.019854,0.019854,0.0663113,-0.120282,-0.546762,0.0529708,-0.185811,-0.030146,0.00138989,0,0.0301781,0.0877035,0.0663113,-0.120282,0.019854,1,0,0,0,0,-0.0227001,-2.51328,-75.3049,-99.5724,-1.74017,-56.0965,0.0489712,1.77197,-91.1058,72.1657,2.60098,72.1657,95.7668
3211,2.5e-06,0.500045,0.0032054,0.0032054,0.0032054,0.0443106,-0.0322994,-0.545183,0.0108374,-0.0560353,-0.0467946,-0.0163422,0,0.0495661,0.500045,0.0443106,-0.0322994,0.0032054,1,0,0,0,0,0.00605375,0.283054,-299.296,-6.13539,0.0831148,-14.4002,0.00449235,1.26986,-173.688,78.2793,0.216991,78.2793,11.1235
3212,2.5e-06,1.08849,0.0014183,0.0014183,0.0014183,0.21254,-0.677479,-0.558979,-0.192627,-0.995721,-0.0485817,0.0334876,0,0.0590051,1.08849,0.21254,-0.677479,0.0014183,1,0,0,0,0,0.0023109,-2.68387,-3290.97,-148.436,-0.104697,-148.852,0.0401398,24.7508,-3884.24,2817.6,3.77236,2817.6,131.827
3213,2.5e-06,0.249364,0.00908255,0.00908255,0.00908255,0.0542252,-0.219915,-0.54855,-0.0180734,-0.231712,-0.0409174,0.00798354,0,0.041689,0.249364,0.0542252,-0.219915,0.00908255,1,0,0,0,0,-0.00619648,-2.09657,-132.253,-113.588,-0.882147,-24.0719,0.0399962,2.74985,-32.3817,113.405,2.34593,113.405,119.228
3214,2.5e-06,-0.342932,0.00595746,0.00595746,0.00595746,-0.213854,-0.230369,-0.555331,0.965235,1.67598,-0.0315571,0.0440425,0,0.0541812,-0.342932,-0.213854,-0.230369,0.00595746,0,-1,0,0,0,0.0940021,13.1321,-311.3,1514.04,51.894,16193,0.0784668,-4.74682,457.048,378.95,-13.475,378.95,-1356.71
3215,2.5e-06,0.0671566,0.0270034,0.0270034,0.0270034,0.0284045,0.027874,-0.543324,0.00809044,0.026824,0.013399,-0.0229966,0,0.0266154,0.0671566,0.0284045,0.027874,0.0270034,0,1,0,0,0,-0.0212418,0.329684,68.4022,10.3956,-2.2725,-172.383,0.000919688,-0.361982,60.3189,-67.826,-0.262528,-67.8259,-15.9525
3216,2.5e-06,-0.0160279,0.0404298,0.0404298,0.0404298,-0.0566532,0.00994656,-0.550376,-0.179011,-0.592718,-0.00528756,0.00957024,0,0.0109338,-0.0160279,-0.0566532,0.00994656,0.0404298,0,-1,0,0,0,-0.122168,-3.21357,31.9859,57.0327,-1.96803,347.441,0.0793487,-2.02865,-202.463,-29.7777,3.19755,-29.7777,-54.7598
3217,2.5e-06,-0.00912358,0.0383645,0.0383645,0.0383645,0.0788345,0.0742194,-0.543088,0.0204595,-0.0300789,0.0116355,-0.0107439,0,0.0158372,-0.00912358,0.0788345,0.0742194,0.0383645,-1,0,0,0,0,-0.064278,0.106351,136.127,-17.8967,-4.77026,-214.517,-0.000219934,-1.68758,14.327,-139.629,-0.115475,-139.629,18.4039
3218,2.5e-06,0.304951,0.0072055,0.0072055,0.0072055,0.0142328,0.0908005,-0.543417,0.0162287,0.0914366,0.0427945,-0.040913,0,0.0592051,0.304951,0.0142328,0.0908005,0.0072055,-1,0,0,0,0,-0.00300773,-0.23892,-5.13824,-3.62237,-0.175884,12.7675,0.00546618,0.119097,33.0257,15.0097,0.543871,15.0097,-3.46575
3219,2.5e-06,0.133518,0.0135636,0.0135636,0.0135636,0.0574436,-0.175776,-0.547684,0.0441063,-0.207553,-0.0364364,0.00447623,0,0.0367103,0.133518,0.0574436,-0.175776,0.0135636,1,0,0,0,0,-0.0122211,-2.26037,-108.585,-105.972,-1.24985,-44.0252,0.043302,2.43088,-22.8729,93.5783,2.39389,93.5783,108.606
3220,2.5e-06,-0.0250581,0.0251297,0.0251297,0.0251297,-0.0385956,-0.153869,-0.556847,-0.409779,-0.343583,-0.0117071,0.0248703,0,0.0274879,-0.0250581,-0.0385956,-0.153869,0.0251297,0,-1,0,0,0,-0.0899547,0.513785,95.3071,427.058,5.53811,812.379,0.118064,-1.89714,-90.6196,-94.2477,-0.538843,-94.2477,-419.702
3221,2.5e-06,-0.0614524,0.00676147,0.00676147,0.00676147,-0.842695,-0.282193,-0.564462,-0.685297,0.341349,0.000811143,0.0432385,0,0.0432461,-0.0614524,-0.842695,-0.282193,0.00676147,0,-1,0,0,0,0.305928,4.00591,-184.537,-96.3244,50.8785,10183.4,0.0341174,-0.524898,17.4941,202.479,-4.06736,202.479,106.198
3222,2.5e-06,-0.0476444,0.00600485,0.00600485,0.00600485,-0.794646,-0.248159,-0.565109,-0.691533,0.31689,0.00211395,0.0439951,0,0.0440459,-0.0476444,-0.794646,-0.248159,0.00600485,0,-1,0,0,0,0.352491,3.66544,-187.829,-161.464,59.2612,12554.3,0.0306036,-0.34982,14.9162,203.179,-3.71309,203.179,120.192
3223,2.5e-06,0.211675,0.0102765,0.0102765,0.0102765,0.491779,0.694915,-0.543853,3.74346,-0.514075,0.0397235,0.0275015,0,0.0483145,0.211675,0.491779,0.694915,0.0102765,-1,0,0,0,0,-0.13847,2.8804,2633.14,-1978.89,3.97561,1867.45,-0.284306,-16.9674,2315.38,-2708.18,-2.66872,-2708.17,2068.39
3224,2.5e-06,-0.0631742,0.0102388,0.0102388,0.0102388,0.183791,-0.372617,-0.565967,-0.649192,0.23208,0.00143405,0.0397612,0,0.039787,-0.0631742,0.183791,-0.372617,0.0102388,0,-1,0,0,0,0.177671,3.88409,-165.023,70.6389,28.0648,3577.83,0.0477246,-1.17172,8.34157,179.452,-3.94726,179.452,-83.5106
3225,2.5e-06,0.0179932,0.015736,0.015736,0.015736,0.0290397,-0.10111,-0.551216,0.0446137,-0.332525,-0.034264,0.0179741,0,0.0386923,0.0179932,0.0290397,-0.10111,0.015736,1,0,0,0,0,-0.0398605,-3.72759,-9.70863,-62.6611,-1.74552,-3.005,0.0918579,2.98845,-153.638,-0.774487,3.74559,-0.774466,59.1735
3226,2.5e-06,0.325914,0.0129682,0.0129682,0.0129682,-0.342796,0.0214373,-0.573692,-0.0282984,0.227702,0.0179466,0.0370318,0,0.0411514,0.325914,-0.342796,0.0214373,0.0129682,0,-1,0,0,0,0.142092,-0.401366,-378.942,107.95,24.1369,947.787,0.0251773,-2.74348,-176.754,365.416,0.72728,365.416,-180.129
3227,2.5e-06,0.0671506,0.0165931,0.0165931,0.0165931,0.150896,0.255705,-0.545671,1.43334,-0.951915,0.0334069,0.0140984,0,0.03626,0.0671506,0.150896,0.255705,0.0165931,-1,0,0,0,0,-0.156521,6.84396,920.829,-364.307,-5.30177,524.401,-0.146744,-4.92574,1166.43,-939.135,-6.77681,-939.135,354.459
3228,2.5e-06,0.0369272,0.0123686,0.0123686,0.0123686,-0.586287,-0.131103,-0.563707,1.99854,0.994115,0.0308207,0.0376314,0,0.048642,0.0369272,-0.586287,-0.131103,0.0123686,0,-1,0,0,0,0.110236,-8.27781,-1019.54,205.451,27.1834,1472.91,-0.0394098,-10.2698,-1506.83,1026.96,8.31474,1026.96,-228.134
3229,2.5e-06,0.0385323,0.01325,0.01325,0.01325,0.0762822,0.660393,-0.548482,2.77213,-1.27721,0.03675,0.0223962,0,0.0430367,0.0385323,0.0762822,0.660393,0.01325,-1,0,0,0,0,-0.160576,4.76108,1610.92,-1209.94,0.13553,1437.96,-0.223594,-11.2873,1490.73,-1741.69,-4.72255,-1741.69,1299.68
3230,2.5e-06,0.202011,0.00348278,0.00348278,0.00348278,0.197541,0.673144,-0.580917,1.09595,-4.42896,-0.0465172,0.0430429,0,0.0633762,0.202011,0.197541,0.673144,0.00348278,1,0,0,0,0,-0.0456432,-15.1891,3954.64,-439.82,-7.80135,-1231.8,0.195972,14.3726,-16470.4,-4808.36,15.3911,-4808.36,-105.02
3231,2.5e-06,-0.0402936,0.030598,0.030598,0.030598,-0.0805776,-0.141509,-0.555873,-0.415885,-0.605039,-0.0077864,0.019402,0,0.0209062,-0.0402936,-0.0805776,-0.141509,0.030598,0,-1,0,0,0,-0.114405,-1.3075,66.283,348.894,2.81573,736.799,0.108583,-1.94171,-163.198,-64.3367,1.2672,-64.3367,-351.048
3232,2.5e-06,0.0739724,0.0238724,0.0238724,0.0238724,0.0143725,0.0166515,-0.543384,-0.00159896,0.0203537,0.0163178,-0.0261276,0,0.0308046,0.0739724,0.0143725,0.0166515,0.0238724,0,1,0,0,0,-0.0139025,0.411557,34.7231,35.0378,-1.69555,-151.601,0.00139295,0.00129541,65.2478,-37.7719,-0.337585,-37.7718,-37.3627
3233,2.5e-06,0.184778,0.0269705,0.0269705,0.0269705,-0.0868112,0.000240345,-0.569598,-0.360383,-0.841085,0.014882,0.0230295,0,0.0274196,0.184778,-0.0868112,0.000240345,0.0269705,0,-1,0,0,0,-0.110041,-2.02896,-246.368,212.362,12.6363,937.891,0.0242386,-6.50984,-409.67,264.23,2.21374,264.23,-206.153
3234,2.5e-06,0.380161,0.00212554,0.00212554,0.00212554,0.209405,-0.461017,-0.552322,0.109187,-0.35288,-0.0478745,0.0214993,0,0.0524803,0.380161,0.209405,-0.461017,0.00212554,1,0,0,0,0,0.00180094,-1.4781,-745.752,-139.357,0.0619873,7.59216,0.024716,10.7522,532.75,626.24,1.85826,626.241,140.353
3235,2.5e-06,-0.474226,0.00365297,0.00365297,0.00365297,-1.41164,-0.160427,-0.543163,5.70727,-0.362713,0.0354593,0.046347,0,0.0583559,-0.474226,-1.41164,-0.160427,0.00365297,0,-1,0,0,0,0.496653,-11.4611,-1996.91,947.717,103.182,28104.6,0.0103859,-3.55633,-846.22,1994.23,10.9869,1994.23,-1191.73
3236,2.5e-06,0.0531409,0.0368495,0.0368495,0.0368495,0.100299,0.0316118,-0.543512,0.0582652,-0.022776,-0.00152068,-0.0131505,0,0.0132382,0.0531409,0.100299,0.0316118,0.0368495,0,1,0,0,0,-0.0462099,-1.13348,70.794,-88.0049,-3.56127,-169.904,0.0171987,-1.06967,-52.7552,-74.4361,1.18662,-74.4361,86.4097
3237,2.5e-06,0.200252,0.00508146,0.00508146,0.00508146,0.0159461,0.0162399,-0.543593,0.0132243,0.0155311,0.0105458,-0.0449185,0,0.0461399,0.200252,0.0159461,0.0162399,0.00508146,0,1,0,0,0,-9.85712e-06,0.0333881,-2.20688,4.95953,-0.244443,-27.2873,0.00166979,0.0193673,7.42819,4.06664,0.166864,4.06664,-13.6935
3238,2.5e-06,0.0714519,0.031672,0.031672,0.031672,0.0635603,-0.047763,-0.545758,0.0308975,-0.19001,-0.018328,-0.00116154,0,0.0183648,0.0714519,0.0635603,-0.047763,0.031672,1,0,0,0,0,-0.0494142,-2.88577,-27.6693,-93.9194,-2.73079,-31.5664,0.0541434,0.265095,-131.274,23.5201,2.95722,23.52,90.7564
3239,2.5e-06,0.23002,0.00229987,0.00229987,0.00229987,-0.718072,-0.460887,-0.545097,0.00484041,2.42769,-0.0278917,0.0477001,0,0.0552562,0.23002,-0.718072,-0.460887,0.00229987,0,-1,0,0,0,0.529864,13.324,-749.789,-700.55,197.777,92038.7,0.0172283,-1.12848,193.005,782.883,-13.0939,782.883,619.857
3240,2.5e-06,0.209082,0.00390787,0.00390787,0.00390787,0.16543,-0.426395,-0.552854,0.0163251,-0.382533,-0.0460921,0.0232939,0,0.0516439,0.209082,0.16543,-0.426395,0.00390787,1,0,0,0,0,-0.00229539,-2.89218,-518.646,-215.049,-0.275017,-18.7449,0.0498136,11.9789,-543.798,385.567,3.10126,385.567,241.324
3241,2.5e-06,0.157584,0.0119409,0.0119409,0.0119409,0.0200789,-0.0112906,-0.544938,0.0153453,-0.0138566,-0.0380591,-0.0259923,0,0.0460879,0.157584,0.0200789,-0.0112906,0.0119409,1,0,0,0,0,0.00417993,-0.241015,-32.4287,-22.8479,0.0567429,-14.495,0.00699437,0.448997,-7.64428,26.6359,0.398598,26.6359,18.0917
3242,2.5e-06,0.386864,0.00281686,0.00281686,0.00281686,-0.0556246,0.125686,-0.544129,-0.050187,0.126206,0.0447801,-0.0471831,0,0.0650501,0.386864,-0.0556246,0.125686,0.00281686,0,1,0,0,0,-0.00198813,-0.179488,31.6487,-7.83697,-0.296731,20.7778,0.00218064,0.107141,4.03465,4.24577,0.566352,4.24576,1.6484
3243,2.5e-06,-0.0463692,0.028013,0.028013,0.028013,-0.0313045,-0.190901,-0.560012,-0.519359,-0.571366,-0.00234243,0.021987,0,0.0221114,-0.0463692,-0.0313045,-0.190901,0.028013,0,-1,0,0,0,-0.106107,-0.273333,-19.9906,340.761,6.77164,808.644,0.0973218,-2.79753,-133.421,21.6859,0.226964,21.6858,-337.559
3244,2.5e-06,0.0158396,0.0230076,0.0230076,0.0230076,0.156635,0.115091,-0.542099,0.138579,0.00377043,0.0269924,-0.00590987,0,0.0276318,0.0158396,0.156635,0.115091,0.0230076,-1,0,0,0,0,-0.0664853,3.20879,175.335,158.56,-5.23287,-255.876,-0.0280522,-0.124036,342.189,-184.097,-3.19295,-184.097,-158.301
3245,2.5e-06,0.230005,0.0182214,0.0182214,0.0182214,-0.188031,0.161785,-0.572561,0.881783,0.15054,0.0274111,0.0317786,0,0.0419672,0.230005,-0.188031,0.161785,0.0182214,0,-1,0,0,0,-0.00465482,-6.19931,-633.398,60.9436,21.1127,762.905,-0.0462038,-10.8038,-1110.28,703.752,6.42932,703.752,-138.083
3246,2.5e-06,-0.279561,0.00515992,0.00515992,0.00515992,-0.553587,-0.450922,-0.557329,-0.66157,0.476598,-0.00874624,0.0448401,0,0.0456851,-0.279561,-0.553587,-0.450922,0.00515992,0,-1,0,0,0,0.357892,5.73398,-241.66,-167.92,73.8775,17984.1,0.0305258,-0.417757,36.752,246.168,-6.01354,246.168,84.0818
3247,2.5e-06,0.14089,0.0206285,0.0206285,0.0206285,0.0361999,0.0170295,-0.544142,0.0290797,0.0154769,-0.00902366,-0.0293715,0,0.0307264,0.14089,0.0361999,0.0170295,0.0206285,0,1,0,0,0,-0.00738547,-0.388345,14.8567,-38.3933,-0.893304,-79.3489,0.00797007,-0.227819,-15.3221,-15.2814,0.529234,-15.2814,33.3482
3248,2.5e-06,0.424282,0.00484962,0.00484962,0.00484962,0.107621,0.292083,-0.543133,-0.142776,-0.0228341,0.0451504,0.00359486,0,0.0452933,0.424282,0.107621,0.292083,0.00484962,-1,0,0,0,0,-0.0168392,4.32124,-738.675,363.957,-1.1678,-85.2019,-0.0191297,8.0757,-837.43,814.83,-3.89696,814.83,-370.135
3249,2.5e-06,0.0443798,0.0443357,0.0443357,0.0443357,0.0844006,-0.0218601,-0.545086,0.0523284,-0.38132,0.00566427,-0.00142295,0,0.00584027,0.0443798,0.0844006,-0.0218601,0.0443357,-1,0,0,0,0,-0.11066,-1.51412,169.676,-128.844,-5.37337,65.9367,0.0196967,-3.00316,-95.7545,-164.884,1.5585,-164.884,125.686
3250,2.5e-06,0.0800915,0.00446646,0.00446646,0.00446646,-0.173266,4.15749,-0.508818,3.34411,5.28437,0.0455335,0.0349985,0,0.0574299,0.0800915,-0.173266,4.15749,0.00446646,-1,0,0,0,0,-0.0811506,10.9132,8277.04,-3291.65,1.17322,1222.3,-0.414263,-2.66094,27291.6,-8906.1,-10.8331,-8906.11,3326.69
3251,2.5e-06,0.165123,0.0139301,0.0139301,0.0139301,0.0262805,-0.00189181,-0.544867,0.0225369,-0.00462434,-0.0360699,-0.0296621,0,0.0466998,0.165123,0.0262805,-0.00189181,0.0139301,1,0,0,0,0,0.00350311,-0.218788,-25.2879,-20.4934,0.061356,-11.5029,0.00634062,0.339636,-13.7026,20.8441,0.383911,20.8441,15.677
3252,2.5e-06,0.0245075,0.0429344,0.0429344,0.0429344,0.0448499,-0.0147873,-0.548088,0.0170382,-0.689688,0.0070656,0.0043512,0,0.00829794,0.0245075,0.0448499,-0.0147873,0.0429344,-1,0,0,0,0,-0.142133,-2.06524,166.987,-135.823,-4.37825,362.223,0.0252096,-4.14056,-158.128,-160.967,2.08975,-160.967,132.217
3253,2.5e-06,0.219513,0.00365014,0.00365014,0.00365014,0.0095367,0.0209887,-0.543597,0.00747997,0.0200399,0.0126762,-0.0463499,0,0.048052,0.219513,0.0095367,0.0209887,0.00365014,0,1,0,0,0,0.000365723,0.0209745,-3.27734,3.70534,-0.201717,-19.264,0.00145761,0.0250129,5.52109,6.86219,0.198538,6.8622,-13.5597
3254,2.5e-06,0.128121,0.0226625,0.0226625,0.0226625,0.0330028,0.0101445,-0.544356,0.0272121,0.00708629,-0.0176958,-0.0273375,0,0.032565,0.128121,0.0330028,0.0101445,0.0226625,0,1,0,0,0,-0.00483712,-0.551908,1.41853,-46.8822,-0.661574,-61.5767,0.0105685,-0.0631731,-25.9171,-0.776014,0.680029,-0.775993,41.4502
3255,2.5e-06,-0.00323248,0.0175531,0.0175531,0.0175531,0.0268599,-0.0311544,-0.556692,-0.283963,-0.0160709,-0.0154549,0.0324469,0,0.0359396,-0.00323248,0.0268599,-0.0311544,0.0175531,0,-1,0,0,0,-0.0368274,3.64588,25.1333,473.883,10.9842,1274.62,0.110475,-2.27013,34.6265,-19.8529,-3.64911,-19.853,-476.782
3256,2.5e-06,0.0475698,0.0427967,0.0427967,0.0427967,0.101919,-0.016477,-0.544242,0.0578337,-0.139519,-0.00573319,-0.00720332,0,0.00920637,0.0475698,0.101919,-0.016477,0.0427967,0,1,0,0,0,-0.0620044,-2.06006,58.0303,-121.721,-3.87802,-78.802,0.0317299,-1.15723,-102.586,-58.9792,2.10763,-58.9792,117.689
3257,2.5e-06,0.233883,0.00303008,0.00303008,0.00303008,0.0387315,0.0286604,-0.54514,0.0388087,0.027937,-0.0387388,-0.0469699,0,0.0608841,0.233883,0.0387315,0.0286604,0.00303008,0,1,0,0,0,0.00197354,-0.00432278,-10.0608,-2.38034,0.0704103,10.3599,0.000776175,0.1417,-5.33669,7.17837,0.238206,7.17837,0.665775
3258,2.5e-06,0.0476325,0.039178,0.039178,0.039178,0.106144,0.0197135,-0.543555,0.0595192,-0.0629601,-0.00059042,-0.010822,0,0.010838,0.0476325,0.106144,0.0197135,0.039178,0,1,0,0,0,-0.0561714,-1.27506,85.6025,-96.051,-4.02836,-155.323,0.0190137,-1.3131,-62.8562,-88.6687,1.3227,-88.6687,95.5499
3259,2.5e-06,-0.0883613,0.0205673,0.0205673,0.0205673,0.0493273,-0.0638856,-0.554943,-0.104048,-0.204059,-0.0228747,0.0294327,0,0.0372765,-0.0883613,0.0493273,-0.0638856,0.0205673,0,-1,0,0,0,-0.0768292,0.730213,328.012,659.898,3.50628,901.919,0.133498,-1.55497,-154.879,-306.791,-0.818575,-306.791,-636.235
3260,2.5e-06,0.173687,0.0159544,0.0159544,0.0159544,0.0302625,0.00466036,-0.544771,0.0277338,0.00227109,-0.0325076,-0.0340456,0,0.0470728,0.173687,0.0302625,0.00466036,0.0159544,0,1,0,0,0,0.00252271,-0.205655,-16.0077,-18.8439,0.0369946,-9.43563,0.00563096,0.209283,-16.1685,13.3865,0.379342,13.3866,14.056
3261,2.5e-06,-0.13628,0.0244197,0.0244197,0.0244197,-0.0319451,0.0576029,-0.554001,-0.121467,-0.287108,-0.0227449,0.0255803,0,0.0342299,-0.13628,-0.0319451,0.0576029,0.0244197,0,-1,0,0,0,-0.0848409,-1.36859,268.275,433.743,0.867448,522.92,0.13232,-0.447966,-211.037,-259.343,1.23231,-259.343,-433.78
3262,2.5e-06,-0.0499022,0.0194682,0.0194682,0.0194682,0.131501,0.182828,-0.541735,0.0810845,0.0801637,0.0305318,-0.00669402,0,0.031257,-0.0499022,0.131501,0.182828,0.0194682,-1,0,0,0,0,-0.0508785,3.38414,21.0747,250.523,-4.28329,-264.285,-0.0236745,1.02384,237.042,-39.7177,-3.43404,-39.7177,-248.394
3263,2.5e-06,-0.977804,0.00265548,0.00265548,0.00265548,-2.03717,-0.551,-0.571355,-0.665174,-0.518525,0.0112726,0.0473445,0,0.048668,-0.977804,-2.03717,-0.551,0.00265548,0,-1,0,0,0,0.680201,1.0941,-170.9,-367.265,143.888,53853.7,0.0213731,0.335666,13.1922,136.399,-2.0719,136.399,-11.8901
3264,2.5e-06,-0.0280433,0.0225507,0.0225507,0.0225507,-0.0610377,0.00397893,-0.551321,-0.0366174,-0.339052,-0.0274493,0.0184609,0,0.0330797,-0.0280433,-0.0610377,0.00397893,0.0225507,1,0,0,0,0,-0.0657678,-3.5173,66.4335,42.4516,-1.8017,91.1318,0.109835,1.70681,-199.969,-73.1184,3.48926,-73.1185,-46.7235
3265,2.5e-06,0.174623,0.0152423,0.0152423,0.0152423,-0.422823,0.114121,-0.574344,0.0844519,0.380612,0.0206373,0.0347577,0,0.0404227,0.174623,-0.422823,0.114121,0.0152423,0,-1,0,0,0,0.0862468,-1.76345,-461.219,110.667,22.4794,853.497,0.0127596,-4.28439,-327.396,424.318,1.93807,424.318,-11.6692
3266,2.5e-06,0.157208,0.0174282,0.0174282,0.0174282,0.0292162,0.00794816,-0.544238,0.0247035,0.00714231,-0.0112852,-0.0325718,0,0.0344714,0.157208,0.0292162,0.00794816,0.0174282,0,1,0,0,0,-0.00424179,-0.30534,10.2351,-31.1584,-0.596947,-57.471,0.00681523,-0.155139,-13.124,-10.4194,0.462548,-10.4194,26.3947
3267,2.5e-06,0.259073,0.00857834,0.00857834,0.00857834,0.0437819,-0.205628,-0.549447,-0.0429876,-0.259959,-0.0414217,0.0116911,0,0.0430399,0.259073,0.0437819,-0.205628,0.00857834,1,0,0,0,0,-0.00834683,-2.47544,-131.977,-126.923,-0.890873,-13.7149,0.0479086,3.2384,-195.57,122.877,2.73451,122.877,121.214
3268,2.5e-06,-0.0439425,0.0188172,0.0188172,0.0188172,-0.0382698,0.0835251,-0.553833,0.0580808,-0.371935,-0.0311828,0.0255777,0,0.0403309,-0.0439425,-0.0382698,0.0835251,0.0188172,1,0,0,0,0,-0.064539,-3.32111,187.459,148.562,-1.57708,54.9449,0.127637,1.64442,-273.068,-206.892,3.27716,-206.892,-161.209
3269,2.5e-06,0.0471666,0.0404754,0.0404754,0.0404754,0.0976454,0.00971373,-0.544153,0.0593297,-0.27677,0.00952461,-0.00356411,0,0.0101696,0.0471666,0.0976454,0.00971373,0.0404754,-1,0,0,0,0,-0.102627,-0.570826,188.62,-88.0574,-5.81229,-60.4536,0.00593887,-2.86531,-34.6298,-191.229,0.617993,-191.229,94.7653
3270,2.5e-06,0.0585037,0.0334287,0.0334287,0.0334287,0.084959,0.0482278,-0.543469,0.0496966,0.0177299,-0.000743628,-0.0165713,0,0.016588,0.0585037,0.084959,0.0482278,0.0334287,0,1,0,0,0,-0.0356948,-0.815438,59.8257,-68.6833,-3.0191,-178.435,0.0129468,-0.865816,-35.1881,-64.206,0.873942,-64.206,65.1028
3271,2.5e-06,0.123916,0.01047,0.01047,0.01047,0.0494884,-0.131513,-0.54621,0.0188694,-0.123707,-0.03953,-0.0051495,0,0.039864,0.123916,0.0494884,-0.131513,0.01047,1,0,0,0,0,0.00121061,-1.06025,-94.0217,-70.0852,-0.517456,-43.2529,0.0203335,1.49141,31.8552,80.5131,1.18417,80.5131,73.6917
3272,2.5e-06,0.118449,0.0234099,0.0234099,0.0234099,0.0499556,0.0320161,-0.543857,0.0372825,0.0288486,-0.00237844,-0.0265901,0,0.0266963,0.118449,0.0499556,0.0320161,0.0234099,0,1,0,0,0,-0.0131066,-0.35669,28.0444,-38.3829,-1.42283,-115.786,0.00737965,-0.379682,-11.3534,-29.978,0.475139,-29.9779,32.4879
3273,2.5e-06,0.151788,0.0052543,0.0052543,0.0052543,0.0597359,-0.105088,-0.548778,0.0190492,-0.231376,-0.0447457,0.00928394,0,0.0456987,0.151788,0.0597359,-0.105088,0.0052543,1,0,0,0,0,0.000159323,-1.59433,-293.596,-101.931,-0.473938,-5.8044,0.0294833,4.97137,-1002.92,326.771,1.74612,326.771,93.8483
